title;for;dex;con;int;sag;cha;ref;vig;vol;init;pv;ca;xp;vd;sorts;resistances;corps a corps;distance;attaques speciales;dons;competences;modificateurs raciaux;sens;langues;environnement;tresor;organisation sociale;bba;bmo;dmd;text;misc;
"Gorille";"15";"15";"14";"2";"12";"7";"+5";"+7";"+2";"+2";"19 (3d8+6)";"14, contact 11, pris au depourvu 12 (dex +2, naturelle +3, taille -1)";"600";"9 m (6 c), escalade 9 m (6 c)";"";;"2 coups, +3 (1d6+2)";;;"talent (perception), vigueur surhumaine";"acrobaties +6, escalade +14, perception +8";;"odorat, vision nocturne ; perception +8";;"forets chaudes";"aucun";"solitaire, couple ou troupe (3-12)";"+2";"+5";"17";"* Source : Bestiaire p.172
* Animal de taille G, N";"* espace : 3 m (2 c)
* allonge : 3 m (2 c)";
"Goule";"13";"15";"-";"13";"14";"14";"+2";"+2";"+5";"+2";"13 (2d8+4)";"14, contact 12, pris au depourvu 12 (dex +2, naturelle +2)";"400";"9 m (6 c)";"";;"morsure, +3 (1d6+1 et maladie et paralysie) et 2 griffes, +3 (1d6+1 et paralysie)";;"paralysie (1d4+1 rounds, dd 13, les elfes sont immunises contre cet effet)";"attaque en finesse";"acrobaties +4, discretion +7, escalade +6, natation +3, perception +7";;"vision dans le noir 18 m (12 c) ; perception +7";"commun";"terre ferme";"standard";"solitaire, bande (2-4) ou meute (7-12)";"+1";"+2";"14";"* Source : Bestiaire p.173
* Mort-vivant de taille M, CM";"* maladie : fievre des goules : morsure - blessure ; js vigueur dd 13 ; incubation 1 jour ; frequence 1/jour  ; effet affaiblissement temporaire 1d3 con et 1d2 dex ;  guerison 2 reussites consecutives. le dd depend du charisme. lorsqu'un humanoide meurt de la fievre des goules, il se releve sous la forme d'une goule des que sonne minuit. il ne conserve aucune des capacites qu'il possedait de son vivant et n'est pas soumis au controle des autres goules, la chair des vivants l'attire et il se comporte comme une goule normale. ceux qui possedent 4 dv ou plus se relevent sous la forme de blemes
* capacites defensives : resistance a la canalisation +2";
"Grande baleine blanche";"50";"6";"27";"2";"11";"5";"+9";"+21";"+8";"-2";"225 (18d8+144)";"28, contact 0, pris au depourvu 28 (dex -2, naturelle +28, taille -8)";"38400";"nage 12m (8c)";"";;"morsure, +25 (6d6+20/19-20) et coup de queue, +20 (3d6+10)";;"bond de baleine, renversement de navire";"attaque en puissance, critique ralentissant, don pour les critiques, dur a cuire, endurance, science de la bousculade, science du critique (morsure), vigueur surhumaine, volonte de fer";"natation +39 ; perception +13";;"vision aveugle 36m ; vision nocturne ; perception +13";;"oceans";"aucun";"solitaire, couple ou banc (3-16)";"+13";"+41";"49 (croc en jambe impossible)";"* Source : Bestiaire 2 page 47
* Animal de taille C, N";"* renversement de navires : une baleine peut tenter de faire sombrer un bateau ou un navire en effectuant une charge et un test de manoeuvre. le dd de ce test est egal a 25 ou au resultat d'un test de profession marin realise par le capitaine du navire si celui-ci est plus eleve. si le navire est plus grand que la baleine, le test subit un malus cumulatif de -10 par categorie de taille de difference
* bond de baleine : par une action complexe, une grande baleine blanche peut effectuer une attaque de charge speciale contre des creatures situees sur la surface de l'eau. a la fin de cette charge, la baleine bondit dans les airs puis s'ecrase sur la cible avec une force incroyable. toutes les creatures de taille tg ou moins qui se trouvent dans l'espace occupe par la baleine doivent reussir un jet de reflexes de dd 27 pour ne pas subir 4d8+30 points de degats de type contondant et d'etre repoussees vers la case la plus proche adjacente a la baleine. ce bond inclut automatiquement des tentatives de renversement de navires contre tous les vaisseaux qui se trouvent (en partie ou entierement) dans la zone affectee. le dd du jet de sauvegarde depend de la constitution
* allonge : 9m
* particularites : retenir son souffle
* espace : 9m";
"Grenouille géante";"15";"13";"16";"1";"8";"6";"+6";"+6";"-1";"+1";"15 (2d8+6)";"12, contact 11, pris au depourvu 11 (dex +1, naturelle +1)";"400";"9 m (6 c), nage 9 m (6 c)";"";;"morsure, +3 (1d6+2 et etreinte) ou langue, +3 contact (etreinte)";;"attirer (langue, 1,50 m (1 c)), engloutissement (1d4 contondant, ca 10, 1 pv), langue";"reflexes surhumains";"acrobaties +9 (+13 pour sauter), discretion +5, natation +10, perception +3";"acrobaties +4 (+8 pour sauter), discretion +4";"odorat, vision nocturne ; perception +3";"la langue d'une grenouille geante fonctionne comme une attaque principale dotee d'une allonge egale au triple de l'allonge normale de la grenouille (4,50 m (3 c) pour une grenouille geante de taille m). elle n'inflige aucun degat en cas de reussite mais permet d'agripper la cible. la grenouille geante n'acquiert pas la condition 'agrippe' lorsqu'elle utilise sa langue de cette maniere";"marais temperes/chauds ou milieu aquatique";"aucun";"solitaire, couple ou armee (3-8)";"+1";"+3 (+7 lutte)";"14 (18 contre croc-en-jambe)";"* Source : Bestiaire p.174
* Animal de taille M, N";"* espace : 1,50 m (1 c)
* allonge : 1,50 m (1 c) (4,50 m (3 c) pour la langue)";
"Grick";"12";"14";"13";"3";"14";"5";"+3";"+2";"+6";"+2";"27 (5d8+5)";"15, contact 12, pris au depourvu 13 (dex +2, naturelle +3)";"800";"9 m (6 c), escalade 6 m (4 c)";"";;"morsure, +4 (1d4+1) et 4 tentacules, -1 (1d4)";;;"attaques reflexes, immobiliser, talent (perception)";"discretion +6 (+14 dans un environnement rocailleux), escalade +9, perception +12";"+8 en discretion dans un environnement rocailleux";"odorat, vision dans le noir 18 m (12 c) ; perception +12";"aklo (incapable de parler)";"sous terre";"fortuit";"solitaire ou portee (2-5)";"+3";"+4";"16 (croc-en-jambe impossible)";"* Source : Bestiaire 2 p.154
* Aberration de taille M, N";"* rd : 10/magie";
"Griffe du récif";"10";"13";"14";"5";"12";"13";"+1";"+2";"+4";"+5";"13 (2d8+4)";"14, contact 12, pris au depourvu 13 (dex +1, naturelle +2, taille +1)";"400";"1,50 m (1 c), nage 12 m (8 c)";"";"froid 5";"2 griffes, +2 (1d4 plus etreinte et poison)";;"constriction (1d4), frenesie meurtriere";"science de l'initiative";"natation +8, perception +6";;"vision dans le noir 18 m (12 c), vision nocturne ; perception +6";"commun (incapable de parler)";"milieu aquatique (pres des cotes)";"aucun";"solitaire, banc (2-5) ou harem (6-11)";"+1";"+0 (+8 lutte)";"11 (croc-en-jambe impossible)";"* Source : Bestiaire 2 p.155
* Aberration (aquatique) de taille P, CN";"* capacites defensives : ferocite
* etreinte : une griffe du recif peut utiliser sa capacite d'etreinte contre n'importe quelle cible, quelle que soit sa taille. les griffes du recif beneficient d'un bonus racial de +8 aux tests de lutte (ce bonus remplace le bonus normal de +4 que les creatures dotees de la capacite d'etreinte recoivent)
* frenesie meurtriere : quand une griffe du recif est tuee, son corps est agite de spasmes terrifiants. au moment meme de sa mort, la griffe du recif effectue une attaque a outrance contre une creature situee dans la zone qu'elle controle. si plus d'une creature s'y trouve, determinez aleatoirement la cible de chacune des attaques (il peut aussi s'agir d'une autre griffe du recif )
* particularites : amphibie
* poison : griffe - blessure ; jds vigueur dd 13 ; frequence 1/round pendant 4 rounds ; effet affaiblissement temporaire 1d2 for ; guerison 1 reussite. le dd du jet de sauvegarde depend de la constitution";
"Griffon";"16";"15";"16";"5";"13";"8";"+6";"+7";"+4";"+2";"42 (5d10+15)";"17, contact 11, pris au depourvu 15 (dex +2, naturelle +6, taille -1)";"1.200";"9 m (6 c), vol 24 m (16 c) (moyenne)";"";;"morsure, +8 (1d6+3), 2 serres, +7 (1d6+3)";;"bond, pattes arriere (2 griffes, +7, 1d4+3)";"arme de predilection (morsure), talent (perception), volonte de fer";"acrobaties +10, perception +12, vol +6";"acrobaties +4, perception +4";"odorat, vision dans le noir 18 m (12 c), vision nocturne ; perception +12";"commun (ne sait pas parler)";"collines temperees";"fortuit";"solitaire, couple ou vol (6-10)";"+5";"+9";"21 (25 contre croc-en-jambe)";"* Source : Bestiaire p.175
* Créature magique de taille G, N";"* allonge : 1,50 m (1 c)
* espace : 3 m (2 c)";
"Grig";"5";"18";"13";"10";"13";"14";"+6";"+1";"+3";"+4";"4 (1d6+1)";"17, contact 17, pris au depourvu 12 (dex +4, esquive +1, taille +2)";"400";"9 m (6 c), vol 12 m (8 c) (moyenne)";"";;"epee courte, -1 (1d3-3/19-20)";"arc long, +6 (1d4-3/×3)";"violon";"esquive";"acrobaties +8 (+12 pour sauter), discretion +16, evasion +8, perception +5, representation (instruments a corde) +6, vol +12";;"vision nocturne ; perception +5";"commun, sylvestre";"forets temperees";"equipement de pnj (epee courte, arc long avec 20 fleches, autres tresors)";"solitaire, bande (2-5) ou groupe (6-11)";"+0";"+2";"10 (16 contre croc-en-jambe)";"* Source : Bestiaire 2 p.156
* Fée de taille TP, NB
* 3/jour - déguisement, enchevêtrement (DD 13), invisibilité (personnel uniquement), pyrotechnie (DD 14)";"* violon : les grigs peuvent frotter leurs jambes ensemble comme un grillon et ainsi produire un son etonnamment plaisant qui ressemble a celui d'un minuscule violon. par une action simple, une grig peut interpreter une melodie entrainante qui incite toutes les creatures situees dans un rayonnement de 6 cases a danser et a faire des cabrioles. une creature peut resister a cet effet de coercition en reussissant un jet de volonte de dd 12. en cas d'echec, la creature est obligee de danser et de battre des pied. elle est consideree comme chancelante tant que la grig continue a jouer. une grig peut maintenir cet effet pendant un maximum de 10 rounds par jour en se concentrant. lorsqu'une creature reussit le jet de sauvegarde contre cet effet, elle est immunisee pendant 24 heures contre les effets de cette capacite lorsqu'elle est utilisee par la grig en question. il s'agit d'un effet mental de son. le dd du jet de sauvegarde depend du charisme
* espace : 75 cm ; allonge 0 m
* rm : 16
* rd : 5/fer froid
* pouvoirs magiques : (nls 9{e} ; concentration +11)";
"Grindylow";"12";"14";"13";"9";"10";"9";"+2";"+1";"+2";"+2";"5 (1d8+1)";"15, contact 13, pris au depourvu 13 (dex +2, naturelle +2, taille +1)";"200";"4,50 m (3 c), nage 9 m (6 c), propulsion 60 m (40 c)";"";;"lance, +3 (1d6+1/×3), morsure -2 (1d3)";"lance, +3 (1d6+1/×3)";"tentacules";"attaque en finesse";"discretion +14, natation +13, perception +4";"+4 en discretion";"vision dans le noir 18 m (12 c) ; perception +4";"aquatique";"milieu aquatique";"equipement de pnj (lance, autres tresors)";"solitaire, couple, bande (3-9), patrouille de combat (10-16 avec 1-2 sbires pieuvres) ou tribu (17-40 plus 1 sergent rodeur de niveau 1 a 3 par 20 membres et 1 chef barbare ou pretre de niveau 4 a 8 et 2-8 pieuvres domestiquees et 1-2 protecteurs poissons-diables)";"+0";"+0";"12 (18 contre croc-en-jambe)";"* Source : Bestiaire 2 p.157
* Aberration (aquatique) de taille P, CM";"* tentacules : les tentacules d'un grindylow n'infligent pas de degats a ses adversaires mais ces appendices se tortillant sans cesse peuvent les agripper et les faire tomber. au cours du tour d'un grindylow, il peut utiliser une action rapide pour effectuer une attaque de croc-en-jambe contre un adversaire adjacent. il gagne un bonus racial de +4 aux attaques de croc-en-jambe effectuees avec ses tentacules et, si une telle tentative echoue, l'ennemi ne peut pas repliquer en tentant de le faire tomber a son tour
* particularites : amphibie";
"Grippli";"12";"17";"13";"12";"12";"8";"+5";"+3";"+1";"+3";"11 (1d10+1)";"16, contact 14, pris au depourvu 13 (armure +2, dex +3, taille +1)";"200";"9 m (6 c), escalade 6 m (4 c)";"";;"epee courte, +3 (1d4+1/19-20)";"dard, +5 (1d3+1) ou filet, +5 (special)";"ennemi jure (vermines, +2)";"autonome";"acrobaties +4, discretion +11 (+15 en foret ou dans les marecages), dressage +3, escalade +13, perception +5, premiers secours +7, survie +7";"+4 en discretion en foret ou dans les marecages";"vision dans le noir 18 m (12 c) ; perception +5";"commun, grippli";"forets/marecages chauds";"equipement de pnj (armure de cuir, 4 dards, filet, epee courte, autres tresors)";"solitaire, bande (2-5), meute (6-11) ou tribu (21-30 plus 1 chef pretre de niveau 3)";"+1";"+1";"14";"* Source : Bestiaire 2 p.158
* Grippli rôdeur 1
* Humanoïde (grippli) de taille P, N";"* particularites : deplacement facilite (marais), empathie sauvage, pistage
* deplacement facilite (marais) : un grippli peut traverser un terrain difficile a sa vitesse normale lorsqu'il se trouve dans les marais. les terrains modifies par magie continuent a l'affecter normalement cependant";
"Grive";"1";"15";"6";"2";"15";"6";"+4";"+0";"+2";"+2";"2 (1d8-2)";"16, contact 16, pris au depourvu 14 (dex +2, taille +4";"135";"3 m (2 c), vol 12 m (8 c) (moyenne)";"";;"morsure -1 (1d2-5)";;;"talent (perception)";"perception +5 , vol +12";;"vision nocturne ; perception +5";;"forets temperees";"aucun";"solitaire, couple ou vol (3-12)";"+0";"-2";"3";"* Source : Art de la Magie p.118
* Animal de taille Min, N";"* allonge : 0
* espace : 0,3 m (1/5 c)";
"Grizzly";"21";"13";"19";"2";"12";"6";"+5";"+8";"+2";"+1";"42 (5d8+20)";"16, contact 10, pris au depourvu 15 (dex +1, naturelle +6, taille -1)";"1.200";"12 m (8 c)";"";;"2 griffes, +7 (1d6+5 et etreinte), morsure, +7 (1d6+5)";;;"course, endurance, talent (survie)";"natation +14, perception +6, survie +5";"natation +4";"odorat , vision nocturne ; perception +6";;"forets froides";"aucun";"solitaire ou couple";"+3";"+9 (+13 lutte)";"20 (24 contre croc-en-jambe)";"* Source : Bestiaire p.235
* Animal de taille G, N";"* allonge : 1,50 m (1 c)
* espace : 3 m (2 c)";
"Gryph";"11";"15";"14";"2";"12";"7";"+5";"+5";"+1";"+2";"15 (2d10+4)";"13, contact 13, pris au depourvu 11 (dex +2, taille +1)";"400";"9 m (6 c), vol 15 m (10 c) (bonne)";"";;"morsure, +5 (1d6/×3) et griffe, +5 (etreinte)";;"implantation";"attaque en finesse";"discretion +10, perception +5, vol +8";;"vision dans le noir 18 m (12 c), vision nocturne ; perception +5";;"forets temperees ou sous terre";"fortuit";"solitaire, vol (2-8) ou nuee (9-20)";"+2";"+1 (+5 pour agripper, +9 pour maintenir une prise)";"13 (21 contre croc-en-jambe)";"* Source : Bestiaire 2 p.159
* Créature magique de taille P, NM";"* implantation : une fois par jour, un gryph peut implanter des œufs dans le corps d'une cible sans defense ou d'une cible qu'il a agrippee. par une action complexe, le gryph sort un ovipositeur situe au niveau de son abdomen et l'utilise pour penetrer dans la chair de la victime s'il reussit une attaque de piqure (corps a corps, +5). en cas de reussite, l'ovipositeur inflige 1 point de degat et implante 1d4 œufs dans la victime. les œufs se nourrissent de la chair de la victime et lui infligent l'etat prejudiciable « fievreux ». leur croissance est rapide, de sorte que 1d4 minutes plus tard, ils eclosent pour donner naissance a des poussins gricks affames qui cherchent immediatement a se frayer un chemin hors du corps de la victime. cela lui inflige un affaiblissement temporaire de 2 points de constitution par poussin. apres cela, les jeunes gricks partent en s'envolant (si necessaire, utilisez les caracteristiques d'un familier chauve-souris pour les poussins). un test de premiers secours de dd 20 est necessaire pour enlever les œufs implantes. chaque tentative prend une action complexe et inflige 1 point de degat a la victime. l'immunite contre les maladies n'offre aucune protection contre la capacite d'implantation, mais une guerison des maladies, une guerison supreme et les autres effets similaires detruisent automatiquement les œufs implantes
* etreinte : un gryph peut utiliser son attaque d'etreinte contre des creatures de taille m ou moins. il possede un bonus racial de +4 aux tests de lutte pour maintenir une prise (en plus du +4 provenant de sa capacite d'etreinte)";
